"origen_country","any","has_migrated_True","TOTAL","has_phd_True"
"GT",1980,2,3,1
"GT",1983,3,3,1
"GT",1984,1,1,1
"GT",1986,1,2,0
"GT",1987,0,2,0
"GT",1988,1,1,1
"GT",1989,0,1,0
"GT",1991,0,2,0
"GT",1992,2,2,0
"GT",1993,3,5,1
"GT",1994,0,1,0
"GT",1995,3,4,2
"GT",1997,5,7,3
"GT",1998,3,5,1
"GT",2000,3,4,4
"GT",2001,2,5,0
"GT",2002,1,3,1
"GT",2003,4,6,3
"GT",2004,1,2,0
"GT",2005,0,2,1
"GT",2006,0,3,0
"GT",2007,2,3,1
"GT",2008,1,12,4
"GT",2009,0,7,0
"GT",2010,2,9,1
"GT",2011,0,1,0
"GT",2013,0,2,0
"GT",2014,0,3,1
"GT",2015,0,3,0
"GT",2016,0,1,0
"GU",1983,1,1,0
"GU",1988,1,1,1
"GU",1990,1,1,1
"GU",2004,1,1,0
"GU",2005,1,3,2
"GU",2006,0,1,0
"GU",2007,0,1,0
"GY",1997,2,2,1
"GY",2000,1,1,1
"GY",2013,0,2,0
"HK",1972,1,1,1
"HK",1973,2,2,2
"HK",1974,1,1,1
"HK",1977,0,1,0
"HK",1978,2,3,2
"HK",1979,1,3,2
"HK",1980,3,3,3
"HK",1981,1,3,2
"HK",1983,2,3,3
"HK",1984,1,6,5
"HK",1985,4,6,3
"HK",1986,0,3,0
"HK",1987,0,2,0
"HK",1988,4,10,10
"HK",1989,2,6,4
"HK",1990,3,9,4
"HK",1991,6,13,6
"HK",1992,2,3,2
"HK",1993,3,12,6
"HK",1994,5,13,7
"HK",1995,2,12,8
"HK",1996,9,18,9
"HK",1997,5,16,8
"HK",1998,6,20,11
"HK",1999,9,24,18
"HK",2000,13,27,20
"HK",2001,8,18,16
"HK",2002,10,24,16
"HK",2003,20,34,27
"HK",2004,14,30,19
"HK",2005,15,39,24
"HK",2006,15,38,22
"HK",2007,24,54,34
"HK",2008,22,49,31
"HK",2009,17,56,40
"HK",2010,9,54,39
"HK",2011,3,69,39
"HK",2012,5,84,41
"HK",2013,8,66,34
"HK",2014,2,56,23
"HK",2015,1,49,21
"HK",2016,1,34,9
"HN",1976,1,1,1
"HN",1977,0,1,0
"HN",1979,2,2,1
"HN",1980,0,1,0
"HN",1982,1,1,1
"HN",1984,0,1,0
"HN",1985,1,1,1
"HN",1987,1,3,1
"HN",1988,0,1,0
"HN",1992,2,3,2
"HN",1993,1,3,1
"HN",1994,1,2,0
"HN",1995,0,1,0
"HN",1996,4,4,2
"HN",1997,1,1,0
"HN",1999,1,1,0
"HN",2000,1,1,1
"HN",2001,2,2,1
"HN",2003,5,7,1
"HN",2004,1,4,1
"HN",2005,0,3,0
"HN",2006,0,1,0
"HN",2007,1,6,1
"HN",2008,1,2,0
"HN",2009,2,5,1
"HN",2010,2,5,0
"HN",2011,0,1,0
"HN",2012,0,3,0
"HN",2013,0,3,0
"HN",2014,0,1,0
"HN",2015,0,2,0
"HN",2016,0,1,0
"HR",1972,0,1,0
"HR",1973,0,2,0
"HR",1974,1,2,1
"HR",1975,4,9,4
"HR",1976,2,7,5
"HR",1977,0,3,0
"HR",1978,2,6,2
"HR",1979,3,8,5
"HR",1980,2,3,1
"HR",1981,2,6,2
"HR",1982,6,12,6
"HR",1983,4,9,7
"HR",1984,2,8,4
"HR",1985,2,11,8
"HR",1986,4,12,7
"HR",1987,1,6,3
"HR",1988,1,10,6
"HR",1989,1,8,5
"HR",1990,2,8,6
"HR",1991,2,13,9
"HR",1992,2,11,8
"HR",1993,3,13,9
"HR",1994,2,12,5
"HR",1995,4,21,14
"HR",1996,4,17,12
"HR",1997,4,15,8
"HR",1998,6,28,17
"HR",1999,6,18,12
"HR",2000,7,26,19
"HR",2001,1,31,16
"HR",2002,1,24,16
"HR",2003,4,29,17
"HR",2004,7,45,34
"HR",2005,6,44,22
"HR",2006,3,33,17
"HR",2007,5,38,23
"HR",2008,4,55,29
"HR",2009,2,58,26
"HR",2010,2,26,16
"HR",2011,1,27,3
"HR",2012,1,24,7
"HR",2013,0,19,4
"HR",2014,0,20,5
"HR",2015,0,17,4
"HR",2016,0,12,1
"HT",1974,1,2,1
"HT",1976,0,1,0
"HT",1988,0,1,0
"HT",1990,1,1,0
"HT",1992,1,1,1
"HT",2000,0,1,0
"HT",2003,1,1,1
"HT",2004,1,1,1
"HT",2008,0,1,0
"HT",2009,1,1,0
"HT",2010,0,1,1
"HT",2011,0,1,0
"HT",2012,0,1,0
"HT",2013,0,1,0
"HU",1972,4,15,9
"HU",1973,6,27,10
"HU",1974,4,22,12
"HU",1975,5,29,6
"HU",1976,2,20,8
"HU",1977,5,13,6
"HU",1978,1,32,17
"HU",1979,4,24,9
"HU",1980,2,24,8
"HU",1981,9,30,17
"HU",1982,7,26,13
"HU",1983,9,30,17
"HU",1984,5,19,11
"HU",1985,6,21,12
"HU",1986,1,19,7
"HU",1987,4,33,15
"HU",1988,6,30,16
"HU",1989,6,35,21
"HU",1990,11,34,23
"HU",1991,9,43,21
"HU",1992,11,40,28
"HU",1993,13,46,27
"HU",1994,13,49,32
"HU",1995,17,50,30
"HU",1996,12,50,36
"HU",1997,8,47,29
"HU",1998,22,65,39
"HU",1999,14,57,38
"HU",2000,18,57,41
"HU",2001,11,84,45
"HU",2002,17,70,45
"HU",2003,11,70,41
"HU",2004,12,75,32
"HU",2005,17,81,46
"HU",2006,18,86,47
"HU",2007,10,75,39
"HU",2008,15,83,39
"HU",2009,1,77,35
"HU",2010,4,63,28
"HU",2011,2,43,20
"HU",2012,1,56,21
"HU",2013,0,54,18
"HU",2014,2,56,19
"HU",2015,0,42,11
"HU",2016,0,17,7
"ID",1972,1,4,1
"ID",1973,1,3,2
"ID",1974,3,7,4
"ID",1975,5,7,5
"ID",1976,7,12,6
"ID",1977,1,2,1
"ID",1978,5,17,9
"ID",1979,14,28,16
"ID",1980,17,28,20
"ID",1981,14,33,17
"ID",1982,13,29,13
"ID",1983,14,35,20
"ID",1984,17,41,21
"ID",1985,19,45,24
"ID",1986,32,78,39
"ID",1987,33,98,41
"ID",1988,37,83,40
"ID",1989,30,71,34
"ID",1990,35,94,39
"ID",1991,45,107,46
"ID",1992,42,109,54
"ID",1993,52,126,47
"ID",1994,36,110,46
"ID",1995,38,117,34
"ID",1996,30,104,43
"ID",1997,50,143,59
"ID",1998,61,190,69
"ID",1999,66,215,69
"ID",2000,63,210,50
"ID",2001,35,180,45
"ID",2002,44,194,44
"ID",2003,35,187,40
"ID",2004,32,175,30
"ID",2005,58,294,59
"ID",2006,43,272,51
"ID",2007,31,240,38
"ID",2008,30,312,35
"ID",2009,21,285,38
"ID",2010,8,270,30
"ID",2011,3,291,23
"ID",2012,2,270,19
"ID",2013,2,216,10
"ID",2014,0,180,9
"ID",2015,1,136,13
"ID",2016,0,139,17
"ID",2017,0,2,1
"IE",1972,5,5,3
"IE",1973,5,10,4
"IE",1974,5,7,6
"IE",1975,7,8,7
"IE",1976,6,11,7
"IE",1977,11,14,8
"IE",1978,8,12,11
"IE",1979,10,22,14
"IE",1980,16,25,15
"IE",1981,8,19,10
"IE",1982,11,21,15
"IE",1983,5,11,8
"IE",1984,7,18,15
"IE",1985,16,19,14
"IE",1986,15,29,22
"IE",1987,12,34,19
"IE",1988,20,38,27
"IE",1989,13,33,26
"IE",1990,20,40,29
"IE",1991,20,38,29
"IE",1992,24,43,30
"IE",1993,13,36,28
"IE",1994,15,44,33
"IE",1995,15,40,33
"IE",1996,17,47,32
"IE",1997,29,65,45
"IE",1998,29,66,47
"IE",1999,29,59,40
"IE",2000,30,76,52
"IE",2001,33,75,51
"IE",2002,32,79,65
"IE",2003,35,91,63
"IE",2004,30,95,73
"IE",2005,36,110,76
"IE",2006,31,121,88
"IE",2007,23,114,75
"IE",2008,31,124,80
"IE",2009,22,114,64
"IE",2010,9,129,69
"IE",2011,7,151,64
"IE",2012,11,138,42
"IE",2013,5,96,31
"IE",2014,4,69,28
"IE",2015,0,69,16
"IE",2016,2,31,14
"IE",2017,0,1,0
"IL",1972,4,7,3
"IL",1973,2,10,6
"IL",1974,2,11,7
"IL",1975,3,4,2
"IL",1976,7,17,8
"IL",1977,6,14,5
"IL",1978,2,12,4
"IL",1979,4,10,6
"IL",1980,5,15,9
"IL",1981,6,13,7
"IL",1982,4,16,9
"IL",1983,8,17,13
"IL",1984,4,15,9
"IL",1985,10,22,14
"IL",1986,4,14,10
"IL",1987,6,17,10
"IL",1988,5,13,8
"IL",1989,5,19,12
"IL",1990,12,28,16
"IL",1991,15,29,20
"IL",1992,17,34,23
"IL",1993,14,28,21
"IL",1994,14,34,25
"IL",1995,13,32,21
"IL",1996,13,33,23
"IL",1997,13,28,17
"IL",1998,21,44,36
"IL",1999,28,55,38
"IL",2000,24,62,44
"IL",2001,18,47,34
"IL",2002,23,50,35
"IL",2003,17,47,35
"IL",2004,18,47,32
"IL",2005,12,45,33
"IL",2006,19,65,45
"IL",2007,11,61,36
"IL",2008,4,51,27
"IL",2009,8,62,29
"IL",2010,1,58,32
"IL",2011,2,38,19
"IL",2012,0,42,18
"IL",2013,2,45,16
"IL",2014,0,25,6
"IL",2015,0,23,5
"IL",2016,0,4,1
"IM",1988,1,1,1
"IM",2013,0,1,0
"IM",2014,1,2,0
"IN",1972,16,60,30
"IN",1973,17,78,41
"IN",1974,27,88,45
"IN",1975,23,100,53
"IN",1976,23,98,55
"IN",1977,27,103,55
"IN",1978,37,129,76
"IN",1979,28,128,71
"IN",1980,21,144,79
"IN",1981,42,199,108
"IN",1982,42,204,114
"IN",1983,41,212,122
"IN",1984,53,245,142
"IN",1985,48,255,132
"IN",1986,59,280,159
"IN",1987,58,279,148
"IN",1988,57,294,165
"IN",1989,73,347,189
"IN",1990,72,371,203
"IN",1991,77,377,208
"IN",1992,83,416,231
"IN",1993,113,498,271
"IN",1994,113,558,293
"IN",1995,154,658,366
"IN",1996,164,719,429
"IN",1997,226,793,454
"IN",1998,234,883,477
"IN",1999,241,981,515
"IN",2000,287,1092,610
"IN",2001,285,1210,642
"IN",2002,360,1428,803
"IN",2003,386,1581,922
"IN",2004,353,1710,904
"IN",2005,330,1814,915
"IN",2006,363,2109,1024
"IN",2007,299,2172,1018
"IN",2008,250,2179,970
"IN",2009,185,2297,981
"IN",2010,95,2265,905
"IN",2011,38,2239,850
"IN",2012,28,2404,806
"IN",2013,11,2204,711
"IN",2014,9,1654,523
"IN",2015,1,879,297
"IN",2016,0,384,125
"IN",2017,0,1,0
"IO",2014,0,1,0
"IQ",1972,6,8,5
"IQ",1973,1,3,0
"IQ",1974,4,6,3
"IQ",1975,3,4,2
"IQ",1976,3,6,4
"IQ",1977,5,7,7
"IQ",1978,8,14,11
"IQ",1979,1,8,4
"IQ",1980,2,9,4
"IQ",1981,4,14,6
"IQ",1982,3,15,6
"IQ",1983,5,12,8
"IQ",1984,2,9,4
"IQ",1985,1,7,2
"IQ",1986,5,9,7
"IQ",1987,4,9,5
"IQ",1988,7,17,11
"IQ",1989,2,11,6
"IQ",1990,8,20,12
"IQ",1991,6,14,12
"IQ",1992,9,30,21
"IQ",1993,7,28,13
"IQ",1994,11,32,19
"IQ",1995,8,23,14
"IQ",1996,13,28,19
"IQ",1997,20,40,27
"IQ",1998,21,47,20
"IQ",1999,22,51,31
"IQ",2000,24,58,33
"IQ",2001,14,50,24
"IQ",2002,17,60,30
"IQ",2003,15,66,22
"IQ",2004,14,61,24
"IQ",2005,12,72,43
"IQ",2006,18,82,41
"IQ",2007,10,41,11
"IQ",2008,4,44,15
"IQ",2009,3,34,12
"IQ",2010,2,32,10
"IQ",2011,0,31,6
"IQ",2012,1,38,12
"IQ",2013,0,31,4
"IQ",2014,0,26,10
"IQ",2015,0,39,7
"IQ",2016,0,66,26
"IR",1972,3,7,3
"IR",1973,4,9,6
"IR",1974,3,14,2
"IR",1975,9,18,12
"IR",1976,3,11,2
"IR",1977,5,12,6
"IR",1978,14,21,17
"IR",1979,5,12,7
"IR",1980,2,20,10
"IR",1981,1,11,7
"IR",1982,6,17,11
"IR",1983,13,38,19
"IR",1984,25,69,41
"IR",1985,17,47,23
"IR",1986,24,64,34
"IR",1987,20,76,44
"IR",1988,19,81,41
"IR",1989,26,94,51
"IR",1990,30,119,78
"IR",1991,23,118,68
"IR",1992,38,146,96
"IR",1993,34,135,86
"IR",1994,38,177,108
"IR",1995,36,181,118
"IR",1996,50,173,107
"IR",1997,47,178,105
"IR",1998,69,264,178
"IR",1999,78,272,176
"IR",2000,102,370,228
"IR",2001,82,322,207
"IR",2002,106,331,238
"IR",2003,124,421,266
"IR",2004,121,426,249
"IR",2005,99,471,242
"IR",2006,94,506,239
"IR",2007,78,506,207
"IR",2008,62,588,259
"IR",2009,46,555,220
"IR",2010,18,570,223
"IR",2011,10,637,200
"IR",2012,7,648,267
"IR",2013,4,505,154
"IR",2014,2,464,154
"IR",2015,1,224,77
"IR",2016,0,182,69
"IR",2017,0,4,0
"IS",1973,1,2,0
"IS",1974,1,1,1
"IS",1975,3,4,3
"IS",1976,3,3,0
"IS",1977,3,3,3
"IS",1978,1,2,0
"IS",1980,3,3,0
"IS",1982,3,3,2
"IS",1983,1,1,1
"IS",1985,2,2,1
"IS",1986,1,1,1
"IS",1987,1,1,1
"IS",1989,0,1,0
"IS",1990,1,1,1
"IS",1991,4,6,3
"IS",1992,2,3,2
"IS",1993,2,3,1
"IS",1994,3,3,3
"IS",1995,2,6,4
"IS",1996,1,2,1
"IS",1997,3,5,5
"IS",1998,3,5,2
"IS",1999,1,3,2
"IS",2000,4,5,4
"IS",2001,1,3,1
"IS",2002,6,9,5
"IS",2003,6,10,5
"IS",2004,4,6,5
"IS",2005,1,5,4
"IS",2006,2,8,5
"IS",2007,6,11,10
"IS",2008,2,5,4
"IS",2009,1,6,2
"IS",2010,2,3,2
"IS",2011,1,7,4
"IS",2012,2,9,3
"IS",2013,1,9,2
"IS",2014,0,3,1
"IS",2015,0,3,1
"IS",2016,0,3,2
"IT",1972,18,139,22
"IT",1973,14,145,19
"IT",1974,21,165,27
"IT",1975,16,176,41
"IT",1976,16,177,36
"IT",1977,17,177,58
"IT",1978,34,238,74
"IT",1979,40,238,76
"IT",1980,32,255,75
"IT",1981,31,236,69
"IT",1982,43,309,102
"IT",1983,47,310,113
"IT",1984,49,309,144
"IT",1985,63,315,143
"IT",1986,49,324,140
"IT",1987,46,329,136
"IT",1988,49,360,152
"IT",1989,66,392,202
"IT",1990,64,458,204
"IT",1991,68,394,207
"IT",1992,88,516,254
"IT",1993,83,487,298
"IT",1994,93,523,301
"IT",1995,91,498,290
"IT",1996,111,555,366
"IT",1997,83,528,324
"IT",1998,145,691,429
"IT",1999,162,750,451
"IT",2000,148,869,456
"IT",2001,186,1019,514
"IT",2002,146,832,449
"IT",2003,171,791,500
"IT",2004,198,902,536
"IT",2005,196,1046,540
"IT",2006,156,1070,624
"IT",2007,164,989,574
"IT",2008,166,1017,544
"IT",2009,111,906,488
"IT",2010,89,922,470
"IT",2011,49,884,427
"IT",2012,18,831,397
"IT",2013,17,674,326
"IT",2014,10,673,287
"IT",2015,4,588,160
"IT",2016,1,224,54
"IT",2017,0,1,1
"JE",1983,1,1,0
"JM",1973,1,1,1
"JM",1975,1,1,0
"JM",1978,1,2,0
"JM",1980,1,1,0
"JM",1981,2,2,1
"JM",1983,1,1,1
"JM",1984,0,1,0
"JM",1987,0,2,0
"JM",1988,1,2,1
"JM",1989,0,1,0
"JM",1991,1,3,2
"JM",1993,1,2,1
"JM",1994,1,1,1
"JM",1995,0,1,0
"JM",1996,1,2,1
"JM",1997,2,2,2
"JM",1998,1,1,0
"JM",1999,0,2,2
"JM",2000,0,2,1
"JM",2001,0,2,1
"JM",2002,2,3,2
"JM",2003,1,4,3
"JM",2004,1,3,1
"JM",2005,2,5,3
"JM",2006,0,1,1
"JM",2007,1,2,0
"JM",2009,1,4,1
"JM",2010,0,1,0
"JM",2011,1,3,1
"JM",2012,1,2,0
"JM",2014,0,1,1
"JO",1972,1,2,1
"JO",1973,3,3,2
"JO",1974,1,1,1
"JO",1976,2,3,2
"JO",1977,2,2,1
"JO",1978,2,3,3
"JO",1979,2,4,1
"JO",1980,5,6,4
"JO",1981,2,5,4
"JO",1982,9,9,7
"JO",1983,3,7,4
"JO",1984,8,11,8
"JO",1985,6,6,3
"JO",1986,7,7,6
"JO",1987,4,6,4
"JO",1988,11,12,7
"JO",1989,8,10,7
"JO",1990,14,18,11
"JO",1991,14,17,15
"JO",1992,11,18,13
"JO",1993,8,10,8
"JO",1994,15,18,14
"JO",1995,17,21,13
"JO",1996,15,19,16
"JO",1997,13,23,11
"JO",1998,16,27,17
"JO",1999,19,29,18
"JO",2000,26,28,22
"JO",2001,23,28,18
"JO",2002,27,41,21
"JO",2003,21,43,23
"JO",2004,25,43,17
"JO",2005,19,38,19
"JO",2006,13,43,20
"JO",2007,13,34,13
"JO",2008,2,28,3
"JO",2009,8,28,8
"JO",2010,4,24,4
"JO",2011,7,32,9
"JO",2012,2,24,5
"JO",2013,0,28,5
"JO",2014,1,14,4
"JO",2015,0,11,4
"JO",2016,0,6,2
"JO",2017,0,1,0
"JP",1972,5,44,24
"JP",1973,10,53,27
"JP",1974,8,62,25
"JP",1975,7,67,33
"JP",1976,14,64,31
"JP",1977,13,77,38
"JP",1978,12,75,38
"JP",1979,15,105,56
"JP",1980,21,102,59
"JP",1981,16,101,50
"JP",1982,14,100,61
"JP",1983,18,107,53
"JP",1984,15,94,43
"JP",1985,25,125,55
"JP",1986,15,126,69
"JP",1987,23,106,55
"JP",1988,29,136,68
"JP",1989,41,155,100
"JP",1990,43,163,93
"JP",1991,33,151,81
"JP",1992,52,160,101
"JP",1993,46,161,91
"JP",1994,59,189,108
"JP",1995,45,191,111
"JP",1996,56,198,114
"JP",1997,62,223,124
"JP",1998,56,205,125
"JP",1999,61,250,146
"JP",2000,55,241,141
"JP",2001,64,250,142
"JP",2002,61,235,129
"JP",2003,58,216,130
"JP",2004,55,261,144
"JP",2005,50,252,152
"JP",2006,52,253,124
"JP",2007,56,277,130
"JP",2008,51,249,128
"JP",2009,50,269,135
"JP",2010,38,320,140
"JP",2011,26,324,140
"JP",2012,6,330,121
"JP",2013,5,306,93
"JP",2014,5,330,104
"JP",2015,1,272,65
"JP",2016,0,189,37
"JP",2017,0,3,0
"KE",1972,1,2,0
"KE",1973,2,3,1
"KE",1974,2,4,2
"KE",1975,2,3,1
"KE",1976,2,5,5
"KE",1977,2,3,1
"KE",1978,4,9,8
"KE",1979,3,8,3
"KE",1980,1,8,3
"KE",1981,5,8,4
"KE",1982,1,1,1
"KE",1983,3,4,4
"KE",1984,4,13,8
"KE",1985,5,13,5
"KE",1986,5,11,8
"KE",1987,3,11,2
"KE",1988,5,17,8
"KE",1989,6,24,11
"KE",1990,15,29,21
"KE",1991,3,15,6
"KE",1992,5,26,15
"KE",1993,9,18,10
"KE",1994,11,22,10
"KE",1995,9,17,7
"KE",1996,5,16,7
"KE",1997,8,26,15
"KE",1998,6,19,6
"KE",1999,7,27,12
"KE",2000,4,25,10
"KE",2001,5,28,9
"KE",2002,9,41,14
"KE",2003,16,45,16
"KE",2004,12,39,15
"KE",2005,10,56,24
"KE",2006,9,56,21
"KE",2007,7,69,23
"KE",2008,8,58,17
"KE",2009,9,101,33
"KE",2010,5,82,14
"KE",2011,3,60,16
"KE",2012,4,92,19
"KE",2013,1,55,17
"KE",2014,2,54,9
"KE",2015,0,37,11
"KE",2016,0,20,8
"KG",1972,0,1,0
"KG",1974,1,1,0
"KG",1976,0,2,0
"KG",1977,0,1,0
"KG",1979,1,1,1
"KG",1980,2,4,2
"KG",1981,0,1,0
"KG",1983,2,5,2
"KG",1988,2,3,1
"KG",1990,1,1,0
"KG",1991,1,3,1
"KG",1992,0,1,0
"KG",1993,0,1,1
"KG",1995,1,4,2
"KG",1996,0,1,0
"KG",1997,1,2,1
"KG",1998,0,2,0
"KG",1999,0,1,0
"KG",2000,0,3,1
"KG",2001,0,4,1
"KG",2002,0,1,0
"KG",2004,0,3,0
"KG",2005,0,1,0
"KG",2006,0,1,0
"KG",2007,0,2,0
"KG",2008,1,2,0
"KG",2009,0,2,0
"KG",2010,0,1,0
"KG",2011,0,2,0
"KG",2012,1,3,0
"KG",2014,0,2,1
"KG",2015,0,1,0
"KG",2016,0,2,0
"KH",1988,1,1,0
"KH",1992,0,1,0
"KH",1995,0,1,0
"KH",1997,1,2,1
"KH",1998,2,4,3
"KH",1999,1,1,0
"KH",2001,1,2,1
"KH",2002,2,3,2
"KH",2003,2,2,2
"KH",2004,0,1,0
"KH",2005,2,3,2
"KH",2006,1,4,2
"KH",2007,1,1,1
"KH",2008,4,4,2
"KH",2009,2,3,0
"KH",2010,0,3,1
"KH",2012,0,4,0
"KH",2013,0,2,0
"KH",2014,0,1,0
"KH",2015,0,1,1
"KI",2016,0,1,0
"KN",2001,1,1,1
"KN",2006,1,1,0
"KN",2008,1,2,0
"KN",2011,1,1,0
"KN",2014,0,1,0
"KP",1998,1,1,0
"KP",1999,0,1,0
"KP",2005,0,1,0
"KP",2013,0,1,1
"KR",1972,10,22,11
"KR",1973,14,30,21
"KR",1974,12,29,22
"KR",1975,16,36,28
"KR",1976,18,53,33
"KR",1977,33,68,47
"KR",1978,24,55,35
"KR",1979,35,85,52
"KR",1980,34,96,67
"KR",1981,36,110,75
"KR",1982,40,134,88
"KR",1983,43,148,101
"KR",1984,34,114,73
"KR",1985,39,148,102
"KR",1986,54,166,104
"KR",1987,69,188,134
"KR",1988,57,180,112
"KR",1989,67,197,140
"KR",1990,66,238,146
"KR",1991,70,238,150
"KR",1992,87,259,177
"KR",1993,73,264,174
"KR",1994,78,284,174
"KR",1995,75,268,170
"KR",1996,66,286,172
"KR",1997,92,308,196
"KR",1998,69,271,156
"KR",1999,70,273,156
"KR",2000,85,345,207
"KR",2001,68,308,182
"KR",2002,66,319,175
"KR",2003,72,319,172
"KR",2004,59,336,180
"KR",2005,49,331,172
"KR",2006,46,350,161
"KR",2007,50,337,166
"KR",2008,41,346,156
"KR",2009,36,360,149
"KR",2010,22,367,148
"KR",2011,16,351,127
"KR",2012,12,442,173
"KR",2013,6,428,122
"KR",2014,9,426,114
"KR",2015,1,369,91
"KR",2016,0,166,36
"KR",2017,0,1,1
"KW",1982,1,1,1
"KW",1983,2,2,1
"KW",1985,1,2,1
"KW",1986,2,2,2
"KW",1987,1,1,1
"KW",1989,0,1,0
"KW",1990,1,2,1
"KW",1991,1,1,1
"KW",1992,3,4,2
"KW",1993,2,3,1
"KW",1994,1,2,1
"KW",1995,2,2,1
"KW",1996,2,5,4
"KW",1997,2,3,1
"KW",1998,2,3,2
"KW",1999,2,6,3
"KW",2000,2,5,2
"KW",2001,2,4,3
"KW",2002,2,5,2
"KW",2003,1,4,1
"KW",2004,1,3,0
"KW",2005,1,1,1
"KW",2006,1,4,1
"KW",2007,3,6,1
"KW",2009,1,2,1
"KW",2010,1,5,0
"KW",2011,3,4,3
"KW",2012,1,8,1
"KW",2013,0,2,1
"KW",2014,0,3,0
"KW",2015,0,1,1
"KY",2007,0,1,0
"KY",2008,1,1,0
"KY",2010,0,1,0
"KY",2016,0,1,0
"KZ",1972,1,5,1
"KZ",1973,0,4,1
"KZ",1974,0,5,0
"KZ",1975,1,8,2
"KZ",1976,2,6,1
"KZ",1977,1,7,1
"KZ",1978,2,5,2
"KZ",1979,3,6,2
"KZ",1980,2,6,1
"KZ",1981,0,3,0
"KZ",1982,0,10,1
"KZ",1983,0,7,2
"KZ",1984,2,12,2
"KZ",1985,0,8,1
"KZ",1986,1,10,2
"KZ",1987,0,7,0
"KZ",1988,1,10,2
"KZ",1989,2,12,5
"KZ",1990,1,14,2
"KZ",1991,3,23,6
"KZ",1992,2,13,5
"KZ",1993,0,16,4
"KZ",1994,1,12,2
"KZ",1995,3,16,3
"KZ",1996,0,11,4
"KZ",1997,2,15,3
"KZ",1998,3,18,5
"KZ",1999,0,14,4
"KZ",2000,1,25,8
"KZ",2001,2,22,6
"KZ",2002,1,14,4
"KZ",2003,4,24,8
"KZ",2004,5,24,10
"KZ",2005,5,30,13
"KZ",2006,3,28,10
"KZ",2007,1,25,9
"KZ",2008,2,25,10
"KZ",2009,0,21,7
"KZ",2010,0,27,8
"KZ",2011,1,33,11
"KZ",2012,1,31,10
"KZ",2013,1,26,12
"KZ",2014,0,34,11
"KZ",2015,0,11,3
"KZ",2016,0,25,7
"LA",1995,0,1,0
"LA",1997,1,1,1
"LA",1998,0,1,1
"LA",2001,0,1,0
"LA",2002,1,1,1
"LA",2005,1,2,0
"LA",2006,0,1,0
"LA",2007,0,1,0
"LA",2008,0,1,0
"LA",2010,0,1,0
"LA",2012,0,1,0
"LA",2014,0,2,0
"LB",1973,1,1,1
"LB",1974,1,1,0
"LB",1975,1,2,2
"LB",1978,1,2,0
"LB",1979,3,6,1
"LB",1980,2,5,4
"LB",1981,2,2,2
"LB",1982,2,4,1
"LB",1983,1,1,0
"LB",1984,2,2,1
"LB",1985,2,3,2
"LB",1986,6,7,3
"LB",1987,1,2,1
"LB",1988,2,2,1
"LB",1989,2,3,2
"LB",1990,3,4,2
"LB",1991,4,4,4
"LB",1992,3,7,3
"LB",1993,7,9,6
"LB",1994,6,7,5
"LB",1995,12,17,8
"LB",1996,9,12,6
"LB",1997,6,8,5
"LB",1998,13,14,9
"LB",1999,9,11,8
"LB",2000,14,19,9
"LB",2001,6,9,3
"LB",2002,9,12,8
"LB",2003,11,15,7
"LB",2004,11,21,10
"LB",2005,17,24,18
"LB",2006,10,27,7
"LB",2007,16,33,13
"LB",2008,8,23,10
"LB",2009,9,23,9
"LB",2010,8,35,9
"LB",2011,3,25,5
"LB",2012,0,11,2
"LB",2013,0,9,0
"LB",2014,0,8,1
"LB",2015,0,15,2
"LB",2016,1,6,2
"LI",2002,0,1,0
"LI",2004,0,1,0
"LI",2007,1,1,0
"LI",2014,0,2,0
"LI",2015,1,2,2
"LK",1972,2,3,1
"LK",1975,4,4,3
"LK",1976,0,1,0
"LK",1977,0,4,1
"LK",1978,1,2,0
"LK",1979,6,8,6
"LK",1980,2,4,2
"LK",1981,4,8,3
"LK",1982,4,10,5
"LK",1983,3,5,2
"LK",1984,3,3,3
"LK",1985,4,7,1
"LK",1986,3,9,3
"LK",1987,2,7,2
"LK",1988,1,2,0
"LK",1989,2,4,2
"LK",1990,11,21,11
"LK",1991,3,7,2
"LK",1992,4,15,5
"LK",1993,4,7,4
"LK",1994,5,17,4
"LK",1995,11,19,5
"LK",1996,9,25,9
"LK",1997,18,25,18
"LK",1998,11,21,10
"LK",1999,13,28,13
"LK",2000,15,39,13
"LK",2001,26,62,25
"LK",2002,12,36,12
"LK",2003,11,33,9
"LK",2004,19,41,18
"LK",2005,18,35,17
"LK",2006,16,64,23
"LK",2007,11,61,18
"LK",2008,7,56,9
"LK",2009,10,75,15
"LK",2010,2,57,4
"LK",2011,2,46,3
"LK",2012,3,24,4
"LK",2013,1,22,2
"LK",2014,0,28,1
"LK",2015,1,27,2
"LK",2016,0,12,0
"LR",1983,0,1,1
"LR",1986,0,1,1
"LR",1998,0,1,0
"LR",1999,0,1,0
"LR",2002,2,2,1
"LR",2004,1,4,0
"LR",2006,0,1,0
"LR",2007,1,3,0
"LR",2009,2,3,0
"LR",2011,0,2,0
"LR",2014,0,2,0
"LR",2016,0,1,1
"LS",1979,2,2,0
"LS",1984,0,1,0
"LS",1988,1,1,1
"LS",1990,1,1,0
"LS",1992,1,1,0
"LS",1997,1,1,0
"LS",1998,0,1,1
"LS",1999,0,1,0
"LS",2000,1,1,0
"LS",2001,1,1,1
"LS",2002,1,1,0
"LS",2004,1,1,1
"LS",2005,0,1,0
