"desti_country","any","has_migrated_True","TOTAL","has_phd_True"
"ZW",1979,1,1,0
"ZW",1982,0,1,1
"ZW",1984,1,1,0
"ZW",1985,0,2,1
"ZW",1986,1,1,1
"ZW",1987,0,1,0
"ZW",1988,0,5,3
"ZW",1989,1,3,1
"ZW",1990,2,6,2
"ZW",1991,1,4,3
"ZW",1992,3,4,3
"ZW",1993,0,1,0
"ZW",1994,0,5,1
"ZW",1995,2,6,1
"ZW",1996,4,6,5
"ZW",1997,2,6,1
"ZW",1998,1,5,3
"ZW",1999,2,15,2
"ZW",2000,3,8,3
"ZW",2001,1,10,1
"ZW",2002,6,24,9
"ZW",2003,4,17,5
"ZW",2004,4,20,7
"ZW",2005,5,23,5
"ZW",2006,4,20,4
"ZW",2007,4,17,3
"ZW",2008,4,10,3
"ZW",2009,2,19,4
"ZW",2010,2,27,3
"ZW",2011,6,26,2
"ZW",2012,2,17,2
"ZW",2013,1,8,1
"ZW",2014,0,8,1
"ZW",2015,0,3,1
"ZW",2016,0,2,1
